1	3668950
1	3669119
1	3669201
1	3669205
1	3669280
1	3670652
1	3670691
1	3670827
1	3673433
1	3673463
1	3673481
1	3673496
1	3677933
1	3680153
1	3680333
1	3680345
1	3680359
1	3680368
1	3680427
1	3680461
1	3680464
1	3680479
1	3680481
1	3680486
1	3680488
1	3683914
1	3683997
1	3684039
1	3684057
1	3684087
1	3684106
1	3684107
1	3684118
1	3684137
1	3687788
1	3687836
1	3687882
1	3687889
1	3687965
1	3688030
1	3688053
1	3688128
1	3688160
1	3688205
1	11734979
1	11735080
1	11735245
1	11735262
1	11735269
1	11735768
1	11735801
1	11735824
1	11735841
1	11735862
1	11735864
1	11735877
1	11736812
1	11736864
1	11737051
1	20440596
1	20440717
1	20442054
1	20442780
1	20442786
1	20442831
1	20442878
1	20442944
1	20446053
1	20446061
1	20446063
1	20446068
1	20446069
1	20446070
1	20446075
1	20446079
1	20446088
1	20446091
1	20446092
1	23110905
1	23111058
1	23189397
1	23189469
1	23189503
1	23189648
1	23189715
1	23189728
1	23191470
1	23191483
1	23191502
1	23191508
1	23191718
1	23191746
1	23208859
1	23208925
1	23219344
1	23221810
1	23221852
1	23221855
1	23221867
1	23221869
1	23221927
1	23222062
1	23222104
1	23222867
1	23222992
1	23233346
1	23235579
1	23236826
1	23236844
1	23237085
1	23237118
1	23238880
1	23239872
1	23239901
1	23239919
1	23240084
1	23240208
1	23240250
1	43868804
1	43869201
1	43869206
1	43869235
1	43869312
1	43870071
1	43880790
1	43882121
1	43882176
1	43885344
1	43885349
1	43885542
1	43885644
1	43885678
1	43885683
1	43885717
1	43886321
1	43886350
1	43886406
1	43886454
1	43886489
1	43886494
1	43887566
1	43887659
1	43887664
1	43887694
1	43887741
1	43888094
1	43888203
1	43888232
1	43888505
1	43888531
1	43888982
1	43890538
1	43890811
1	43890832
1	43890864
1	43891040
1	43891138
1	43891141
1	43891273
1	43891335
1	43891338
1	43891579
1	43891629
1	43891734
1	43891870
1	43892872
1	43893007
1	43893100
1	43893135
1	43893765
1	43893984
1	43894004
1	43894042
1	43895383
1	43895618
1	43895632
1	43895729
1	43895802
1	43895824
1	43896210
1	43896217
1	43896350
1	43896737
1	43897181
1	43897252
1	43897342
1	43897464
1	43897496
1	43897647
1	43898403
1	43898683
1	43898752
1	43900128
1	43900185
1	43900876
1	43901011
1	43902822
1	43902884
1	43903318
1	43903433
1	43903483
1	43903586
1	43903589
1	43904316
1	43904402
1	43904404
1	43904434
1	43904949
1	43904986
1	43905001
1	43905065
1	43905219
1	43905259
1	43905688
1	43905715
1	43905738
1	43906111
1	43906169
1	43906896
1	43906912
1	43907092
1	43907172
1	43907236
1	43907245
1	43907321
1	43907901
1	43907919
1	43907923
1	43907925
1	43907935
1	43907957
1	43908103
1	43908158
1	43908396
1	43908612
1	43909265
1	43909280
1	43909344
1	43911579
1	43911655
1	43911657
1	43911670
1	43911706
1	43911877
1	43912474
1	43912590
1	43912600
1	43912646
1	43913195
1	43913491
1	43913508
1	43914092
1	43914400
1	43915637
1	43915640
1	43915908
1	52819124
1	52819146
1	52819155
1	52819168
1	52819201
1	52819245
1	52819278
1	52819283
1	52819284
1	52819290
1	52819316
1	52820214
1	52820226
1	52820247
1	52820340
1	52820402
1	52820460
1	52820651
1	52821042
1	52821102
1	52821184
1	52821337
1	52821892
1	52821962
1	52822191
1	52822716
1	52822775
1	52823195
1	52823302
1	52823314
1	52823411
1	52823499
1	52823546
1	52823579
1	52823583
1	52823984
1	52824012
1	52824153
1	52824478
1	52824702
1	52824721
1	52824726
1	52824737
1	52824801
1	52824872
1	52825456
1	52825981
1	52825992
1	52826059
1	52826104
1	52826139
1	52826254
1	52826276
1	52826523
1	52826532
1	52826602
1	52827212
1	52828384
1	52830224
1	52830321
1	52830353
1	57320548
1	57320563
1	57320671
1	57333292
1	57333304
1	57333311
1	57333312
1	57333393
1	57333434
1	57340727
1	57340774
1	57341799
1	57341803
1	57341863
1	57341892
1	57346960
1	57346980
1	57347036
1	57347086
1	57347244
1	57347259
1	57347323
1	57349240
1	57349407
1	57349464
